schedule_id,product_id,location_id,customer_id,schedule_date,qty,snapshot_date
SCH00367,PROD-002,DC002,CUST007,2026-01-30,19478,2026-01-30
SCH00368,PROD-002,DC002,CUST007,2026-01-31,12831,2026-01-30
SCH00369,PROD-002,DC002,CUST007,2026-02-01,5295,2026-01-30
SCH00370,PROD-002,DC002,CUST007,2026-02-02,16174,2026-01-30
SCH00371,PROD-002,DC002,CUST007,2026-02-03,18645,2026-01-30
SCH00372,PROD-002,DC002,CUST007,2026-02-04,12158,2026-01-30
SCH00373,PROD-003,DC002,CUST007,2026-01-30,16633,2026-01-30
SCH00374,PROD-003,DC002,CUST007,2026-01-31,7013,2026-01-30
SCH00375,PROD-003,DC002,CUST007,2026-02-01,17378,2026-01-30
SCH00376,PROD-003,DC002,CUST007,2026-02-02,10902,2026-01-30
SCH00377,PROD-003,DC002,CUST007,2026-02-03,19143,2026-01-30
SCH00378,PROD-003,DC002,CUST007,2026-02-04,11415,2026-01-30
SCH00379,PROD-004,DC002,CUST007,2026-01-30,14530,2026-01-30
SCH00380,PROD-004,DC002,CUST007,2026-01-31,7685,2026-01-30
SCH00381,PROD-004,DC002,CUST007,2026-02-01,14935,2026-01-30
SCH00382,PROD-004,DC002,CUST007,2026-02-02,7696,2026-01-30
SCH00383,PROD-004,DC002,CUST007,2026-02-03,14281,2026-01-30
SCH00384,PROD-004,DC002,CUST007,2026-02-04,7985,2026-01-30
SCH00385,PROD-005,DC002,CUST007,2026-01-30,17471,2026-01-30
SCH00386,PROD-005,DC002,CUST007,2026-01-31,16253,2026-01-30
SCH00387,PROD-005,DC002,CUST007,2026-02-01,9168,2026-01-30
SCH00388,PROD-005,DC002,CUST007,2026-02-02,12184,2026-01-30
SCH00389,PROD-005,DC002,CUST007,2026-02-03,16974,2026-01-30
SCH00390,PROD-005,DC002,CUST007,2026-02-04,15343,2026-01-30
SCH00391,PROD-006,DC002,CUST007,2026-01-30,5076,2026-01-30
SCH00392,PROD-006,DC002,CUST007,2026-01-31,19146,2026-01-30
SCH00393,PROD-006,DC002,CUST007,2026-02-01,13553,2026-01-30
SCH00394,PROD-006,DC002,CUST007,2026-02-02,17595,2026-01-30
SCH00395,PROD-006,DC002,CUST007,2026-02-03,9339,2026-01-30
SCH00396,PROD-006,DC002,CUST007,2026-02-04,10955,2026-01-30
SCH00397,PROD-007,DC002,CUST007,2026-01-30,14399,2026-01-30
SCH00398,PROD-007,DC002,CUST007,2026-01-31,16629,2026-01-30
SCH00399,PROD-007,DC002,CUST007,2026-02-01,7747,2026-01-30
SCH00400,PROD-007,DC002,CUST007,2026-02-02,12396,2026-01-30
SCH00401,PROD-007,DC002,CUST007,2026-02-03,9856,2026-01-30
SCH00402,PROD-007,DC002,CUST007,2026-02-04,5464,2026-01-30
SCH00403,PROD-008,DC002,CUST007,2026-01-30,10845,2026-01-30
SCH00404,PROD-008,DC002,CUST007,2026-01-31,7136,2026-01-30
SCH00405,PROD-008,DC002,CUST007,2026-02-01,10189,2026-01-30
SCH00406,PROD-008,DC002,CUST007,2026-02-02,8076,2026-01-30
SCH00407,PROD-008,DC002,CUST007,2026-02-03,10236,2026-01-30
SCH00408,PROD-008,DC002,CUST007,2026-02-04,14090,2026-01-30
SCH00409,PROD-009,DC002,CUST007,2026-01-30,9367,2026-01-30
SCH00410,PROD-009,DC002,CUST007,2026-01-31,17445,2026-01-30
SCH00411,PROD-009,DC002,CUST007,2026-02-01,14304,2026-01-30
SCH00412,PROD-009,DC002,CUST007,2026-02-02,14646,2026-01-30
SCH00413,PROD-009,DC002,CUST007,2026-02-03,7567,2026-01-30
SCH00414,PROD-009,DC002,CUST007,2026-02-04,11692,2026-01-30
SCH00415,PROD-010,DC002,CUST007,2026-01-30,11718,2026-01-30
SCH00416,PROD-010,DC002,CUST007,2026-01-31,16234,2026-01-30
SCH00417,PROD-010,DC002,CUST007,2026-02-01,14417,2026-01-30
SCH00418,PROD-010,DC002,CUST007,2026-02-02,10224,2026-01-30
SCH00419,PROD-010,DC002,CUST007,2026-02-03,8614,2026-01-30
SCH00420,PROD-010,DC002,CUST007,2026-02-04,10642,2026-01-30
SCH00421,PROD-001,DC002,CUST008,2026-01-30,5240,2026-01-30
SCH00422,PROD-001,DC002,CUST008,2026-01-31,9470,2026-01-30
SCH00423,PROD-001,DC002,CUST008,2026-02-01,13792,2026-01-30
SCH00424,PROD-001,DC002,CUST008,2026-02-02,6488,2026-01-30
SCH00425,PROD-001,DC002,CUST008,2026-02-03,6362,2026-01-30
SCH00426,PROD-001,DC002,CUST008,2026-02-04,18284,2026-01-30
SCH00427,PROD-002,DC002,CUST008,2026-01-30,16925,2026-01-30
SCH00428,PROD-002,DC002,CUST008,2026-01-31,16271,2026-01-30
SCH00429,PROD-002,DC002,CUST008,2026-02-01,14951,2026-01-30
SCH00430,PROD-002,DC002,CUST008,2026-02-02,6268,2026-01-30
SCH00431,PROD-002,DC002,CUST008,2026-02-03,18444,2026-01-30
SCH00432,PROD-002,DC002,CUST008,2026-02-04,6733,2026-01-30
SCH00433,PROD-003,DC002,CUST008,2026-01-30,13120,2026-01-30
SCH00434,PROD-003,DC002,CUST008,2026-01-31,18318,2026-01-30
SCH00435,PROD-003,DC002,CUST008,2026-02-01,16248,2026-01-30
SCH00436,PROD-003,DC002,CUST008,2026-02-02,5470,2026-01-30
SCH00437,PROD-003,DC002,CUST008,2026-02-03,15004,2026-01-30
SCH00438,PROD-003,DC002,CUST008,2026-02-04,10496,2026-01-30
SCH00439,PROD-004,DC002,CUST008,2026-01-30,6292,2026-01-30
SCH00440,PROD-004,DC002,CUST008,2026-01-31,15588,2026-01-30
SCH00441,PROD-004,DC002,CUST008,2026-02-01,10092,2026-01-30
SCH00442,PROD-004,DC002,CUST008,2026-02-02,12788,2026-01-30
SCH00443,PROD-004,DC002,CUST008,2026-02-03,17239,2026-01-30
SCH00444,PROD-004,DC002,CUST008,2026-02-04,12715,2026-01-30
SCH00445,PROD-005,DC002,CUST008,2026-01-30,13998,2026-01-30
SCH00446,PROD-005,DC002,CUST008,2026-01-31,17323,2026-01-30
SCH00447,PROD-005,DC002,CUST008,2026-02-01,17308,2026-01-30
SCH00448,PROD-005,DC002,CUST008,2026-02-02,8953,2026-01-30
SCH00449,PROD-005,DC002,CUST008,2026-02-03,10100,2026-01-30
SCH00450,PROD-005,DC002,CUST008,2026-02-04,9857,2026-01-30
SCH00451,PROD-006,DC002,CUST008,2026-01-30,16032,2026-01-30
SCH00452,PROD-006,DC002,CUST008,2026-01-31,5575,2026-01-30
SCH00453,PROD-006,DC002,CUST008,2026-02-01,11426,2026-01-30
SCH00454,PROD-006,DC002,CUST008,2026-02-02,12896,2026-01-30
SCH00455,PROD-006,DC002,CUST008,2026-02-03,12853,2026-01-30
SCH00456,PROD-006,DC002,CUST008,2026-02-04,5313,2026-01-30
SCH00457,PROD-007,DC002,CUST008,2026-01-30,11095,2026-01-30
SCH00458,PROD-007,DC002,CUST008,2026-01-31,18835,2026-01-30
SCH00459,PROD-007,DC002,CUST008,2026-02-01,18491,2026-01-30
SCH00460,PROD-007,DC002,CUST008,2026-02-02,5986,2026-01-30
SCH00461,PROD-007,DC002,CUST008,2026-02-03,10247,2026-01-30
SCH00462,PROD-007,DC002,CUST008,2026-02-04,12542,2026-01-30
SCH00463,PROD-008,DC002,CUST008,2026-01-30,17790,2026-01-30
SCH00464,PROD-008,DC002,CUST008,2026-01-31,8978,2026-01-30
SCH00465,PROD-008,DC002,CUST008,2026-02-01,9929,2026-01-30
SCH00466,PROD-008,DC002,CUST008,2026-02-02,17550,2026-01-30
SCH00467,PROD-008,DC002,CUST008,2026-02-03,18681,2026-01-30
SCH00468,PROD-008,DC002,CUST008,2026-02-04,7164,2026-01-30
SCH00469,PROD-009,DC002,CUST008,2026-01-30,17520,2026-01-30
SCH00470,PROD-009,DC002,CUST008,2026-01-31,17281,2026-01-30
SCH00471,PROD-009,DC002,CUST008,2026-02-01,14558,2026-01-30
SCH00472,PROD-009,DC002,CUST008,2026-02-02,13762,2026-01-30
SCH00473,PROD-009,DC002,CUST008,2026-02-03,5198,2026-01-30
SCH00474,PROD-009,DC002,CUST008,2026-02-04,17789,2026-01-30
SCH00475,PROD-010,DC002,CUST008,2026-01-30,15674,2026-01-30
SCH00476,PROD-010,DC002,CUST008,2026-01-31,14410,2026-01-30
SCH00477,PROD-010,DC002,CUST008,2026-02-01,18759,2026-01-30
SCH00478,PROD-010,DC002,CUST008,2026-02-02,18860,2026-01-30
SCH00479,PROD-010,DC002,CUST008,2026-02-03,9653,2026-01-30
SCH00480,PROD-010,DC002,CUST008,2026-02-04,9916,2026-01-30
SCH00481,PROD-001,DC002,CUST009,2026-01-30,18230,2026-01-30
SCH00482,PROD-001,DC002,CUST009,2026-01-31,13983,2026-01-30
SCH00483,PROD-001,DC002,CUST009,2026-02-01,15229,2026-01-30
SCH00484,PROD-001,DC002,CUST009,2026-02-02,13713,2026-01-30
SCH00485,PROD-001,DC002,CUST009,2026-02-03,19080,2026-01-30
SCH00486,PROD-001,DC002,CUST009,2026-02-04,18302,2026-01-30
SCH00487,PROD-002,DC002,CUST009,2026-01-30,10654,2026-01-30
SCH00488,PROD-002,DC002,CUST009,2026-01-31,19635,2026-01-30
SCH00489,PROD-002,DC002,CUST009,2026-02-01,9136,2026-01-30
SCH00490,PROD-002,DC002,CUST009,2026-02-02,7605,2026-01-30
SCH00491,PROD-002,DC002,CUST009,2026-02-03,16337,2026-01-30
SCH00492,PROD-002,DC002,CUST009,2026-02-04,10374,2026-01-30
SCH00493,PROD-003,DC002,CUST009,2026-01-30,8519,2026-01-30
SCH00494,PROD-003,DC002,CUST009,2026-01-31,10140,2026-01-30
SCH00495,PROD-003,DC002,CUST009,2026-02-01,19332,2026-01-30
SCH00496,PROD-003,DC002,CUST009,2026-02-02,19059,2026-01-30
SCH00497,PROD-003,DC002,CUST009,2026-02-03,15429,2026-01-30
SCH00498,PROD-003,DC002,CUST009,2026-02-04,7801,2026-01-30
SCH00499,PROD-004,DC002,CUST009,2026-01-30,15721,2026-01-30
SCH00500,PROD-004,DC002,CUST009,2026-01-31,12087,2026-01-30
SCH00501,PROD-004,DC002,CUST009,2026-02-01,15800,2026-01-30
SCH00502,PROD-004,DC002,CUST009,2026-02-02,18182,2026-01-30
SCH00503,PROD-004,DC002,CUST009,2026-02-03,18532,2026-01-30
SCH00504,PROD-004,DC002,CUST009,2026-02-04,9972,2026-01-30
SCH00505,PROD-005,DC002,CUST009,2026-01-30,12304,2026-01-30
SCH00506,PROD-005,DC002,CUST009,2026-01-31,7511,2026-01-30
SCH00507,PROD-005,DC002,CUST009,2026-02-01,15197,2026-01-30
SCH00508,PROD-005,DC002,CUST009,2026-02-02,12277,2026-01-30
SCH00509,PROD-005,DC002,CUST009,2026-02-03,18487,2026-01-30
SCH00510,PROD-005,DC002,CUST009,2026-02-04,7417,2026-01-30
SCH00511,PROD-006,DC002,CUST009,2026-01-30,9412,2026-01-30
SCH00512,PROD-006,DC002,CUST009,2026-01-31,12826,2026-01-30
SCH00513,PROD-006,DC002,CUST009,2026-02-01,16869,2026-01-30
SCH00514,PROD-006,DC002,CUST009,2026-02-02,11031,2026-01-30
SCH00515,PROD-006,DC002,CUST009,2026-02-03,7722,2026-01-30
SCH00516,PROD-006,DC002,CUST009,2026-02-04,14927,2026-01-30
SCH00517,PROD-007,DC002,CUST009,2026-01-30,16687,2026-01-30
SCH00518,PROD-007,DC002,CUST009,2026-01-31,5082,2026-01-30
SCH00519,PROD-007,DC002,CUST009,2026-02-01,12798,2026-01-30
SCH00520,PROD-007,DC002,CUST009,2026-02-02,10332,2026-01-30
SCH00521,PROD-007,DC002,CUST009,2026-02-03,9858,2026-01-30
SCH00522,PROD-007,DC002,CUST009,2026-02-04,18435,2026-01-30
SCH00523,PROD-008,DC002,CUST009,2026-01-30,17906,2026-01-30
SCH00524,PROD-008,DC002,CUST009,2026-01-31,19518,2026-01-30
SCH00525,PROD-008,DC002,CUST009,2026-02-01,12934,2026-01-30
SCH00526,PROD-008,DC002,CUST009,2026-02-02,7328,2026-01-30
SCH00527,PROD-008,DC002,CUST009,2026-02-03,9002,2026-01-30
SCH00528,PROD-008,DC002,CUST009,2026-02-04,6929,2026-01-30
SCH00529,PROD-009,DC002,CUST009,2026-01-30,9078,2026-01-30
SCH00530,PROD-009,DC002,CUST009,2026-01-31,17339,2026-01-30
SCH00531,PROD-009,DC002,CUST009,2026-02-01,8585,2026-01-30
SCH00532,PROD-009,DC002,CUST009,2026-02-02,13917,2026-01-30
SCH00533,PROD-009,DC002,CUST009,2026-02-03,12291,2026-01-30
SCH00534,PROD-009,DC002,CUST009,2026-02-04,12938,2026-01-30
SCH00535,PROD-010,DC002,CUST009,2026-01-30,9892,2026-01-30
SCH00536,PROD-010,DC002,CUST009,2026-01-31,8344,2026-01-30
SCH00537,PROD-010,DC002,CUST009,2026-02-01,15645,2026-01-30
SCH00538,PROD-010,DC002,CUST009,2026-02-02,8875,2026-01-30
SCH00539,PROD-010,DC002,CUST009,2026-02-03,7619,2026-01-30
SCH00540,PROD-010,DC002,CUST009,2026-02-04,19704,2026-01-30
SCH00541,PROD-001,DC002,CUST010,2026-01-30,13711,2026-01-30
SCH00542,PROD-001,DC002,CUST010,2026-01-31,14371,2026-01-30
SCH00543,PROD-001,DC002,CUST010,2026-02-01,17563,2026-01-30
SCH00544,PROD-001,DC002,CUST010,2026-02-02,17211,2026-01-30
SCH00545,PROD-001,DC002,CUST010,2026-02-03,13725,2026-01-30
SCH00546,PROD-001,DC002,CUST010,2026-02-04,11334,2026-01-30
SCH00547,PROD-002,DC002,CUST010,2026-01-30,7163,2026-01-30
SCH00548,PROD-002,DC002,CUST010,2026-01-31,10351,2026-01-30
SCH00549,PROD-002,DC002,CUST010,2026-02-01,12980,2026-01-30
SCH00550,PROD-002,DC002,CUST010,2026-02-02,19677,2026-01-30
SCH00551,PROD-002,DC002,CUST010,2026-02-03,12469,2026-01-30
SCH00552,PROD-002,DC002,CUST010,2026-02-04,18622,2026-01-30
SCH00553,PROD-003,DC002,CUST010,2026-01-30,17700,2026-01-30
SCH00554,PROD-003,DC002,CUST010,2026-01-31,16318,2026-01-30
SCH00555,PROD-003,DC002,CUST010,2026-02-01,13431,2026-01-30
SCH00556,PROD-003,DC002,CUST010,2026-02-02,11958,2026-01-30
SCH00557,PROD-003,DC002,CUST010,2026-02-03,19135,2026-01-30
SCH00558,PROD-003,DC002,CUST010,2026-02-04,8713,2026-01-30
SCH00559,PROD-004,DC002,CUST010,2026-01-30,10584,2026-01-30
SCH00560,PROD-004,DC002,CUST010,2026-01-31,8788,2026-01-30
SCH00561,PROD-004,DC002,CUST010,2026-02-01,17378,2026-01-30
SCH00562,PROD-004,DC002,CUST010,2026-02-02,5018,2026-01-30
SCH00563,PROD-004,DC002,CUST010,2026-02-03,19249,2026-01-30
SCH00564,PROD-004,DC002,CUST010,2026-02-04,11809,2026-01-30
SCH00565,PROD-005,DC002,CUST010,2026-01-30,15063,2026-01-30
SCH00566,PROD-005,DC002,CUST010,2026-01-31,11558,2026-01-30
SCH00567,PROD-005,DC002,CUST010,2026-02-01,18493,2026-01-30
SCH00568,PROD-005,DC002,CUST010,2026-02-02,10608,2026-01-30
SCH00569,PROD-005,DC002,CUST010,2026-02-03,11635,2026-01-30
SCH00570,PROD-005,DC002,CUST010,2026-02-04,6514,2026-01-30
SCH00571,PROD-006,DC002,CUST010,2026-01-30,16209,2026-01-30
SCH00572,PROD-006,DC002,CUST010,2026-01-31,16746,2026-01-30
SCH00573,PROD-006,DC002,CUST010,2026-02-01,7814,2026-01-30
SCH00574,PROD-006,DC002,CUST010,2026-02-02,7844,2026-01-30
SCH00575,PROD-006,DC002,CUST010,2026-02-03,8781,2026-01-30
SCH00576,PROD-006,DC002,CUST010,2026-02-04,18087,2026-01-30
SCH00577,PROD-007,DC002,CUST010,2026-01-30,10233,2026-01-30
SCH00578,PROD-007,DC002,CUST010,2026-01-31,9550,2026-01-30
SCH00579,PROD-007,DC002,CUST010,2026-02-01,12360,2026-01-30
SCH00580,PROD-007,DC002,CUST010,2026-02-02,5239,2026-01-30
SCH00581,PROD-007,DC002,CUST010,2026-02-03,19584,2026-01-30
SCH00582,PROD-007,DC002,CUST010,2026-02-04,5085,2026-01-30
SCH00583,PROD-008,DC002,CUST010,2026-01-30,18515,2026-01-30
SCH00584,PROD-008,DC002,CUST010,2026-01-31,7702,2026-01-30
SCH00585,PROD-008,DC002,CUST010,2026-02-01,12857,2026-01-30
SCH00586,PROD-008,DC002,CUST010,2026-02-02,16294,2026-01-30
SCH00587,PROD-008,DC002,CUST010,2026-02-03,11155,2026-01-30
SCH00588,PROD-008,DC002,CUST010,2026-02-04,9883,2026-01-30
SCH00589,PROD-009,DC002,CUST010,2026-01-30,7965,2026-01-30
SCH00590,PROD-009,DC002,CUST010,2026-01-31,5287,2026-01-30
SCH00591,PROD-009,DC002,CUST010,2026-02-01,7498,2026-01-30
SCH00592,PROD-009,DC002,CUST010,2026-02-02,11955,2026-01-30
SCH00593,PROD-009,DC002,CUST010,2026-02-03,12497,2026-01-30
SCH00594,PROD-009,DC002,CUST010,2026-02-04,19488,2026-01-30
SCH00595,PROD-010,DC002,CUST010,2026-01-30,10220,2026-01-30
SCH00596,PROD-010,DC002,CUST010,2026-01-31,13988,2026-01-30
SCH00597,PROD-010,DC002,CUST010,2026-02-01,5478,2026-01-30
SCH00598,PROD-010,DC002,CUST010,2026-02-02,14315,2026-01-30
SCH00599,PROD-010,DC002,CUST010,2026-02-03,19104,2026-01-30
SCH00600,PROD-010,DC002,CUST010,2026-02-04,15544,2026-01-30
SCH00601,PROD-001,DC005,CUST011,2026-01-30,10233,2026-01-30
SCH00602,PROD-001,DC005,CUST011,2026-01-31,15348,2026-01-30
SCH00603,PROD-001,DC005,CUST011,2026-02-01,17353,2026-01-30
SCH00604,PROD-001,DC005,CUST011,2026-02-02,19591,2026-01-30
SCH00605,PROD-001,DC005,CUST011,2026-02-03,9858,2026-01-30
SCH00606,PROD-001,DC005,CUST011,2026-02-04,17391,2026-01-30
SCH00607,PROD-002,DC005,CUST011,2026-01-30,19397,2026-01-30
SCH00608,PROD-002,DC005,CUST011,2026-01-31,14654,2026-01-30
SCH00609,PROD-002,DC005,CUST011,2026-02-01,19012,2026-01-30
SCH00610,PROD-002,DC005,CUST011,2026-02-02,16234,2026-01-30
SCH00611,PROD-002,DC005,CUST011,2026-02-03,16535,2026-01-30
SCH00612,PROD-002,DC005,CUST011,2026-02-04,5849,2026-01-30
SCH00613,PROD-003,DC005,CUST011,2026-01-30,5467,2026-01-30
SCH00614,PROD-003,DC005,CUST011,2026-01-31,14621,2026-01-30
SCH00615,PROD-003,DC005,CUST011,2026-02-01,14376,2026-01-30
SCH00616,PROD-003,DC005,CUST011,2026-02-02,18724,2026-01-30
SCH00617,PROD-003,DC005,CUST011,2026-02-03,13936,2026-01-30
SCH00618,PROD-003,DC005,CUST011,2026-02-04,5072,2026-01-30
SCH00619,PROD-004,DC005,CUST011,2026-01-30,6914,2026-01-30
SCH00620,PROD-004,DC005,CUST011,2026-01-31,18251,2026-01-30
SCH00621,PROD-004,DC005,CUST011,2026-02-01,11059,2026-01-30
SCH00622,PROD-004,DC005,CUST011,2026-02-02,12875,2026-01-30
SCH00623,PROD-004,DC005,CUST011,2026-02-03,13775,2026-01-30
SCH00624,PROD-004,DC005,CUST011,2026-02-04,13800,2026-01-30
SCH00625,PROD-005,DC005,CUST011,2026-01-30,8686,2026-01-30
SCH00626,PROD-005,DC005,CUST011,2026-01-31,13943,2026-01-30
SCH00627,PROD-005,DC005,CUST011,2026-02-01,19892,2026-01-30
SCH00628,PROD-005,DC005,CUST011,2026-02-02,7603,2026-01-30
SCH00629,PROD-005,DC005,CUST011,2026-02-03,14034,2026-01-30
SCH00630,PROD-005,DC005,CUST011,2026-02-04,18682,2026-01-30
SCH00631,PROD-006,DC005,CUST011,2026-01-30,17690,2026-01-30
SCH00632,PROD-006,DC005,CUST011,2026-01-31,19348,2026-01-30
SCH00633,PROD-006,DC005,CUST011,2026-02-01,7780,2026-01-30
SCH00634,PROD-006,DC005,CUST011,2026-02-02,18848,2026-01-30
SCH00635,PROD-006,DC005,CUST011,2026-02-03,18124,2026-01-30
SCH00636,PROD-006,DC005,CUST011,2026-02-04,7929,2026-01-30
SCH00637,PROD-007,DC005,CUST011,2026-01-30,19501,2026-01-30
SCH00638,PROD-007,DC005,CUST011,2026-01-31,10944,2026-01-30
SCH00639,PROD-007,DC005,CUST011,2026-02-01,11514,2026-01-30
SCH00640,PROD-007,DC005,CUST011,2026-02-02,10482,2026-01-30
SCH00641,PROD-007,DC005,CUST011,2026-02-03,16188,2026-01-30
SCH00642,PROD-007,DC005,CUST011,2026-02-04,10810,2026-01-30
SCH00643,PROD-008,DC005,CUST011,2026-01-30,13714,2026-01-30
SCH00644,PROD-008,DC005,CUST011,2026-01-31,12175,2026-01-30
SCH00645,PROD-008,DC005,CUST011,2026-02-01,5574,2026-01-30
SCH00646,PROD-008,DC005,CUST011,2026-02-02,6050,2026-01-30
SCH00647,PROD-008,DC005,CUST011,2026-02-03,15891,2026-01-30
SCH00648,PROD-008,DC005,CUST011,2026-02-04,5545,2026-01-30
SCH00649,PROD-009,DC005,CUST011,2026-01-30,15861,2026-01-30
SCH00650,PROD-009,DC005,CUST011,2026-01-31,5649,2026-01-30
SCH00651,PROD-009,DC005,CUST011,2026-02-01,5903,2026-01-30
SCH00652,PROD-009,DC005,CUST011,2026-02-02,9128,2026-01-30
SCH00653,PROD-009,DC005,CUST011,2026-02-03,6152,2026-01-30
SCH00654,PROD-009,DC005,CUST011,2026-02-04,6036,2026-01-30
SCH00655,PROD-010,DC005,CUST011,2026-01-30,6824,2026-01-30
SCH00656,PROD-010,DC005,CUST011,2026-01-31,18730,2026-01-30
SCH00657,PROD-010,DC005,CUST011,2026-02-01,18794,2026-01-30
SCH00658,PROD-010,DC005,CUST011,2026-02-02,19205,2026-01-30
SCH00659,PROD-010,DC005,CUST011,2026-02-03,16986,2026-01-30
SCH00660,PROD-010,DC005,CUST011,2026-02-04,14901,2026-01-30
SCH00661,PROD-001,DC005,CUST012,2026-01-30,5408,2026-01-30
SCH00662,PROD-001,DC005,CUST012,2026-01-31,6263,2026-01-30
SCH00663,PROD-001,DC005,CUST012,2026-02-01,17549,2026-01-30
SCH00664,PROD-001,DC005,CUST012,2026-02-02,14344,2026-01-30
SCH00665,PROD-001,DC005,CUST012,2026-02-03,16655,2026-01-30
SCH00666,PROD-001,DC005,CUST012,2026-02-04,16040,2026-01-30
SCH00667,PROD-002,DC005,CUST012,2026-01-30,5480,2026-01-30
SCH00668,PROD-002,DC005,CUST012,2026-01-31,18642,2026-01-30
SCH00669,PROD-002,DC005,CUST012,2026-02-01,16494,2026-01-30
SCH00670,PROD-002,DC005,CUST012,2026-02-02,10986,2026-01-30
SCH00671,PROD-002,DC005,CUST012,2026-02-03,7696,2026-01-30
SCH00672,PROD-002,DC005,CUST012,2026-02-04,8113,2026-01-30
SCH00673,PROD-003,DC005,CUST012,2026-01-30,8488,2026-01-30
SCH00674,PROD-003,DC005,CUST012,2026-01-31,9677,2026-01-30
SCH00675,PROD-003,DC005,CUST012,2026-02-01,13583,2026-01-30
SCH00676,PROD-003,DC005,CUST012,2026-02-02,16603,2026-01-30
SCH00677,PROD-003,DC005,CUST012,2026-02-03,16789,2026-01-30
SCH00678,PROD-003,DC005,CUST012,2026-02-04,19725,2026-01-30
SCH00679,PROD-004,DC005,CUST012,2026-01-30,19238,2026-01-30
SCH00680,PROD-004,DC005,CUST012,2026-01-31,13149,2026-01-30
SCH00681,PROD-004,DC005,CUST012,2026-02-01,19363,2026-01-30
SCH00682,PROD-004,DC005,CUST012,2026-02-02,8292,2026-01-30
SCH00683,PROD-004,DC005,CUST012,2026-02-03,7342,2026-01-30
SCH00684,PROD-004,DC005,CUST012,2026-02-04,6853,2026-01-30
SCH00685,PROD-005,DC005,CUST012,2026-01-30,10774,2026-01-30
SCH00686,PROD-005,DC005,CUST012,2026-01-31,10330,2026-01-30
SCH00687,PROD-005,DC005,CUST012,2026-02-01,7073,2026-01-30
SCH00688,PROD-005,DC005,CUST012,2026-02-02,15685,2026-01-30
SCH00689,PROD-005,DC005,CUST012,2026-02-03,17768,2026-01-30
SCH00690,PROD-005,DC005,CUST012,2026-02-04,16484,2026-01-30
SCH00691,PROD-006,DC005,CUST012,2026-01-30,8747,2026-01-30
SCH00692,PROD-006,DC005,CUST012,2026-01-31,10254,2026-01-30
SCH00693,PROD-006,DC005,CUST012,2026-02-01,13335,2026-01-30
SCH00694,PROD-006,DC005,CUST012,2026-02-02,7438,2026-01-30
SCH00695,PROD-006,DC005,CUST012,2026-02-03,11300,2026-01-30
SCH00696,PROD-006,DC005,CUST012,2026-02-04,10400,2026-01-30
SCH00697,PROD-007,DC005,CUST012,2026-01-30,16865,2026-01-30
SCH00698,PROD-007,DC005,CUST012,2026-01-31,9467,2026-01-30
SCH00699,PROD-007,DC005,CUST012,2026-02-01,5896,2026-01-30
SCH00700,PROD-007,DC005,CUST012,2026-02-02,5178,2026-01-30
SCH00701,PROD-007,DC005,CUST012,2026-02-03,11013,2026-01-30
SCH00702,PROD-007,DC005,CUST012,2026-02-04,14535,2026-01-30
SCH00703,PROD-008,DC005,CUST012,2026-01-30,10969,2026-01-30
SCH00704,PROD-008,DC005,CUST012,2026-01-31,10815,2026-01-30
SCH00705,PROD-008,DC005,CUST012,2026-02-01,15255,2026-01-30
SCH00706,PROD-008,DC005,CUST012,2026-02-02,13659,2026-01-30
SCH00707,PROD-008,DC005,CUST012,2026-02-03,10260,2026-01-30
SCH00708,PROD-008,DC005,CUST012,2026-02-04,19638,2026-01-30
SCH00709,PROD-009,DC005,CUST012,2026-01-30,10662,2026-01-30
SCH00710,PROD-009,DC005,CUST012,2026-01-31,16740,2026-01-30
SCH00711,PROD-009,DC005,CUST012,2026-02-01,17119,2026-01-30
SCH00712,PROD-009,DC005,CUST012,2026-02-02,5814,2026-01-30
SCH00713,PROD-009,DC005,CUST012,2026-02-03,15501,2026-01-30
SCH00714,PROD-009,DC005,CUST012,2026-02-04,9327,2026-01-30
SCH00715,PROD-010,DC005,CUST012,2026-01-30,8249,2026-01-30
SCH00716,PROD-010,DC005,CUST012,2026-01-31,12762,2026-01-30
SCH00717,PROD-010,DC005,CUST012,2026-02-01,9116,2026-01-30
SCH00718,PROD-010,DC005,CUST012,2026-02-02,8918,2026-01-30
SCH00719,PROD-010,DC005,CUST012,2026-02-03,15525,2026-01-30
SCH00720,PROD-010,DC005,CUST012,2026-02-04,6321,2026-01-30
SCH00721,PROD-001,DC005,CUST013,2026-01-30,5351,2026-01-30
SCH00722,PROD-001,DC005,CUST013,2026-01-31,13706,2026-01-30
SCH00723,PROD-001,DC005,CUST013,2026-02-01,8031,2026-01-30
SCH00724,PROD-001,DC005,CUST013,2026-02-02,10174,2026-01-30
SCH00725,PROD-001,DC005,CUST013,2026-02-03,6516,2026-01-30
SCH00726,PROD-001,DC005,CUST013,2026-02-04,10334,2026-01-30
SCH00727,PROD-002,DC005,CUST013,2026-01-30,15624,2026-01-30
SCH00728,PROD-002,DC005,CUST013,2026-01-31,17069,2026-01-30
SCH00729,PROD-002,DC005,CUST013,2026-02-01,12821,2026-01-30
SCH00730,PROD-002,DC005,CUST013,2026-02-02,14822,2026-01-30
SCH00731,PROD-002,DC005,CUST013,2026-02-03,12993,2026-01-30
SCH00732,PROD-002,DC005,CUST013,2026-02-04,13798,2026-01-30
SCH00733,PROD-003,DC005,CUST013,2026-01-30,5297,2026-01-30
