record_id,reference_number,product_id,product_name,status,qty,unit_price,current_location,latitude,longitude,destination,time_remaining_to_destination_hours,last_updated,last_updated_cst,expected_arrival_time,batch_id,transit_status
74,DCST-001073,PROD-001,Organic Bananas,At DC,33255,0.79,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5488,Nil
425,DCST-001424,PROD-004,Organic Strawberries,At DC,41792,5.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8165,Nil
690,DCST-001689,PROD-006,Organic Tomatoes,At DC,27207,3.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5074,Nil
305,DCST-001304,PROD-003,Organic Spinach,At DC,25106,4.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch693,Nil
192,DCST-001191,PROD-002,Organic Avocados,At DC,34483,2.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3463,Nil
1049,SUPP-002048,PROD-009,Organic Lettuce,In Transit from Supplier,7871,3.99,"Kingman, AZ",35.1894,-114.053,"Houston Dock, TX",20.9,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 AM CST,batch621,OnTime
401,SUPP-001400,PROD-004,Organic Strawberries,In Transit from Supplier,4859,5.99,"Phoenix, AZ",33.4484,-112.074,"Houston Dock, TX",18.44,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch6236,OnTime
702,DCST-001701,PROD-006,Organic Tomatoes,At DC,26608,3.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4265,Nil
1254,CUST-002253,PROD-010,Organic Bell Peppers,In Transit to Customer,7344,4.49,"Marana, AZ",32.4365,-111.2254,"Tucson, AZ",0.38,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1707,OnTime
315,DCST-001314,PROD-003,Organic Spinach,At DC,40546,4.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8558,Nil
475,CUST-001474,PROD-004,Organic Strawberries,In Transit to Customer,5439,5.99,"Talladega, AL",33.4359,-86.1058,"Birmingham, AL",0.75,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6281,OnTime
978,DCST-001977,PROD-008,Organic Apples,At DC,38496,2.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7786,Nil
407,DOCK-001406,PROD-004,Organic Strawberries,At the Dock,15287,5.99,"Houston Dock, TX",29.7604,-95.3698,"Houston Dock, TX",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2155,Nil
48,DCST-001047,PROD-001,Organic Bananas,At DC,36957,0.79,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch310,Nil
989,CUST-001988,PROD-008,Organic Apples,In Transit to Customer,7737,2.99,"Irondale, AL",33.5387,-86.7013,"Birmingham, AL",0.12,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2433,OnTime
46,DCST-001045,PROD-001,Organic Bananas,At DC,42093,0.79,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch466,Nil
92,DCST-001091,PROD-001,Organic Bananas,At DC,26661,0.79,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8877,Nil
696,DCST-001695,PROD-006,Organic Tomatoes,At DC,39897,3.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6238,Nil
1029,SUPP-002028,PROD-009,Organic Lettuce,In Transit from Supplier,6874,3.99,"Barstow, CA",34.8958,-117.0228,"Houston Dock, TX",23.82,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 06:24 AM CST,batch8897,OnTime
43,DCST-001042,PROD-001,Organic Bananas,At DC,36529,0.79,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3947,Nil
571,DCST-001570,PROD-005,Organic Blueberries,At DC,35728,6.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1534,Nil
972,DCST-001971,PROD-008,Organic Apples,At DC,35524,2.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2584,Nil
703,DCST-001702,PROD-006,Organic Tomatoes,At DC,34832,3.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7702,Nil
450,DCST-001449,PROD-004,Organic Strawberries,At DC,36039,5.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1411,Nil
223,CUST-001222,PROD-002,Organic Avocados,In Transit to Customer,6091,2.49,"Trussville, AL",33.6198,-86.6089,"Birmingham, AL",0.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5721,OnTime
34,DCTR-001033,PROD-001,Organic Bananas,In Transit to DC,7354,0.79,"Van Horn, TX",31.0399,-104.8308,"Phoenix DC, AZ",8.27,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch9104,OnTime
66,DCST-001065,PROD-001,Organic Bananas,At DC,39654,0.79,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6527,Nil
398,SUPP-001397,PROD-004,Organic Strawberries,In Transit from Supplier,6805,5.99,"Tampa, FL",27.9506,-82.4572,"Houston Dock, TX",14.38,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch9429,OnTime
619,CUST-001618,PROD-005,Organic Blueberries,In Transit to Customer,5761,6.99,"Milpitas, CA",37.4323,-121.8996,"San Jose, CA",0.12,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9593,OnTime
414,DCTR-001413,PROD-004,Organic Strawberries,In Transit to DC,5454,5.99,"Phoenix, AZ",33.4484,-112.074,"Sacramento DC, CA",11.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch3209,OnTime
491,CUST-001490,PROD-004,Organic Strawberries,In Transit to Customer,7374,5.99,"Santa Clara, CA",37.3541,-121.9552,"San Jose, CA",0.07,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch272,OnTime
375,CUST-001374,PROD-003,Organic Spinach,In Transit to Customer,6299,4.99,"Attleboro, MA",41.9445,-71.2856,"Providence, RI",0.19,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch4423,OnTime
684,DCST-001683,PROD-006,Organic Tomatoes,At DC,35396,3.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8088,Nil
722,DCST-001721,PROD-006,Organic Tomatoes,At DC,25682,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6375,Nil
769,CUST-001768,PROD-006,Organic Tomatoes,In Transit to Customer,3189,3.49,"Bedford, NH",42.9465,-71.5162,"Manchester, NH",0.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch8363,OnTime
1156,CUST-002155,PROD-009,Organic Lettuce,In Transit to Customer,5672,3.99,"Nashua, NH",42.7654,-71.4676,"Manchester, NH",0.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1900,OnTime
633,CUST-001632,PROD-005,Organic Blueberries,In Transit to Customer,4963,6.99,"Mansfield, MA",42.0334,-71.2189,"Providence, RI",0.32,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7763,OnTime
245,CUST-001244,PROD-002,Organic Avocados,In Transit to Customer,6860,2.49,"Livingston, CA",37.3869,-120.7238,"Fresno, CA",1.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch9859,OnTime
9,SUPP-001008,PROD-001,Organic Bananas,In Transit from Supplier,3348,0.79,"Victoria, TX",28.8053,-97.0036,"Houston Dock, TX",2.16,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 AM CST,batch4713,OnTime
415,DCTR-001414,PROD-004,Organic Strawberries,In Transit to DC,5029,5.99,"Tucson, AZ",32.2226,-110.9747,"Sacramento DC, CA",13.4,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch8953,OnTime
672,DCTR-001671,PROD-006,Organic Tomatoes,In Transit to DC,6492,3.49,"Amarillo, TX",35.222,-101.8313,"Denver DC, CO",6.49,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 01:24 PM CST,batch8329,OnTime
381,CUST-001380,PROD-003,Organic Spinach,In Transit to Customer,4825,4.99,"Merrimack, NH",42.8654,-71.4995,"Manchester, NH",0.17,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch556,OnTime
1198,DCST-002197,PROD-010,Organic Bell Peppers,At DC,34366,4.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6300,Nil
1065,DCTR-002064,PROD-009,Organic Lettuce,In Transit to DC,6970,3.99,"Atlanta, GA",33.749,-84.388,"Boston DC, MA",17.02,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch256,OnTime
175,DCST-001174,PROD-002,Organic Avocados,At DC,32072,2.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2468,Nil
308,DCST-001307,PROD-003,Organic Spinach,At DC,41815,4.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5627,Nil
641,SUPP-001640,PROD-006,Organic Tomatoes,In Transit from Supplier,6345,3.49,"Montgomery, AL",32.3668,-86.2999,"Houston Dock, TX",10.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 05:24 PM CST,batch2213,OnTime
1060,DCTR-002059,PROD-009,Organic Lettuce,In Transit to DC,6425,3.99,"Blythe, CA",33.6103,-114.5969,"Sacramento DC, CA",9.38,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 04:24 PM CST,batch6753,OnTime
790,SUPP-001789,PROD-007,Organic Carrots,In Transit from Supplier,5761,1.99,"Victoria, TX",28.8053,-97.0036,"Houston Dock, TX",2.16,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 AM CST,batch8804,OnTime
900,SUPP-001899,PROD-008,Organic Apples,In Transit from Supplier,7688,2.99,"Sacramento, CA",38.5816,-121.4944,"Houston Dock, TX",29.2,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 PM CST,batch6005,OnTime
11,SUPP-001010,PROD-001,Organic Bananas,In Transit from Supplier,6429,0.79,"Victoria, TX",28.8053,-97.0036,"Houston Dock, TX",2.16,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 AM CST,batch3101,OnTime
1165,SUPP-002164,PROD-010,Organic Bell Peppers,In Transit from Supplier,7050,4.49,"Mobile, AL",30.6954,-88.0399,"Houston Dock, TX",8.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch4516,OnTime
649,SUPP-001648,PROD-006,Organic Tomatoes,In Transit from Supplier,5170,3.49,"Tallahassee, FL",30.4383,-84.2807,"Houston Dock, TX",12.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 PM CST,batch5562,OnTime
656,SUPP-001655,PROD-006,Organic Tomatoes,In Transit from Supplier,7536,3.49,"Kingman, AZ",35.1894,-114.053,"Houston Dock, TX",20.9,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 AM CST,batch3271,OnTime
714,DCST-001713,PROD-006,Organic Tomatoes,At DC,32697,3.49,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch635,Nil
708,DCST-001707,PROD-006,Organic Tomatoes,At DC,26496,3.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1595,Nil
735,CUST-001734,PROD-006,Organic Tomatoes,In Transit to Customer,3595,3.49,"Calhoun, GA",34.5023,-84.9513,"Chattanooga, TN",0.78,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5233,OnTime
207,DCST-001206,PROD-002,Organic Avocados,At DC,43205,2.49,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch232,Nil
1158,SUPP-002157,PROD-010,Organic Bell Peppers,In Transit from Supplier,7338,4.49,"Winslow, AZ",35.0242,-110.6974,"Houston Dock, TX",17.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch8806,OnTime
876,CUST-001875,PROD-007,Organic Carrots,In Transit to Customer,6286,1.99,"Tacna, AZ",32.7026,-113.9238,"Yuma, AZ",0.74,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3104,OnTime
1264,CUST-002263,PROD-010,Organic Bell Peppers,In Transit to Customer,4506,4.49,"Livermore, CA",37.6819,-121.768,"San Jose, CA",0.45,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3652,OnTime
278,SUPP-001277,PROD-003,Organic Spinach,In Transit from Supplier,7450,4.99,"Soledad, CA",36.4247,-121.3263,"Houston Dock, TX",28.47,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 11:24 AM CST,batch8691,OnTime
514,SUPP-001513,PROD-005,Organic Blueberries,In Transit from Supplier,5273,6.99,"Kingman, AZ",35.1894,-114.053,"Houston Dock, TX",20.9,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 AM CST,batch4231,OnTime
420,DCTR-001419,PROD-004,Organic Strawberries,In Transit to DC,4429,5.99,"New Orleans, LA",29.9511,-90.0715,"Boston DC, MA",24.7,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 07:24 AM CST,batch6923,OnTime
723,DCST-001722,PROD-006,Organic Tomatoes,At DC,35271,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7939,Nil
971,DCST-001970,PROD-008,Organic Apples,At DC,29455,2.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4310,Nil
781,SUPP-001780,PROD-007,Organic Carrots,In Transit from Supplier,7646,1.99,"El Paso, TX",31.7619,-106.485,"Houston Dock, TX",12.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 PM CST,batch3762,OnTime
1110,DCST-002109,PROD-009,Organic Lettuce,At DC,40915,3.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3528,Nil
76,DCST-001075,PROD-001,Organic Bananas,At DC,36107,0.79,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1563,Nil
863,CUST-001862,PROD-007,Organic Carrots,In Transit to Customer,6094,1.99,"Anniston, AL",33.6598,-85.8316,"Birmingham, AL",1.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch4616,OnTime
1245,DCST-002244,PROD-010,Organic Bell Peppers,At DC,28580,4.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6776,Nil
515,SUPP-001514,PROD-005,Organic Blueberries,In Transit from Supplier,3786,6.99,"Baltimore, MD",39.2904,-76.6122,"Houston Dock, TX",22.74,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 05:24 AM CST,batch4728,OnTime
1016,CUST-002015,PROD-008,Organic Apples,In Transit to Customer,3364,2.99,"Loveland, CO",40.3978,-105.075,"Fort Collins, CO",0.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2757,OnTime
670,DCTR-001669,PROD-006,Organic Tomatoes,In Transit to DC,7425,3.49,"Tucson, AZ",32.2226,-110.9747,"Sacramento DC, CA",13.4,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch106,OnTime
1090,DCST-002089,PROD-009,Organic Lettuce,At DC,43386,3.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch9416,Nil
161,DCTR-001160,PROD-002,Organic Avocados,In Transit to DC,6053,2.49,"Van Horn, TX",31.0399,-104.8308,"Phoenix DC, AZ",8.27,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch8467,OnTime
540,DCTR-001539,PROD-005,Organic Blueberries,In Transit to DC,3975,6.99,"Beaumont, TX",30.0802,-94.1266,"Atlanta DC, GA",11.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch4585,OnTime
1271,CUST-002270,PROD-010,Organic Bell Peppers,In Transit to Customer,4732,4.49,"Firestone, CO",40.1483,-104.9386,"Fort Collins, CO",0.57,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch8679,OnTime
1210,DCST-002209,PROD-010,Organic Bell Peppers,At DC,37278,4.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4285,Nil
470,DCST-001469,PROD-004,Organic Strawberries,At DC,35441,5.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7839,Nil
1255,CUST-002254,PROD-010,Organic Bell Peppers,In Transit to Customer,6316,4.49,"Oro Valley, AZ",32.391,-110.9665,"Tucson, AZ",0.21,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1194,OnTime
52,DCST-001051,PROD-001,Organic Bananas,At DC,28533,0.79,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1836,Nil
1178,SUPP-002177,PROD-010,Organic Bell Peppers,In Transit from Supplier,6960,4.49,"Gainesville, FL",29.6516,-82.3248,"Houston Dock, TX",14.23,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch4758,OnTime
440,DCST-001439,PROD-004,Organic Strawberries,At DC,40807,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8465,Nil
1193,DCTR-002192,PROD-010,Organic Bell Peppers,In Transit to DC,3244,4.49,"Richmond, VA",37.5407,-77.436,"Boston DC, MA",8.62,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch832,OnTime
156,SUPP-001155,PROD-002,Organic Avocados,In Transit from Supplier,3240,2.49,"Blythe, CA",33.6103,-114.5969,"Houston Dock, TX",21.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 AM CST,batch4473,OnTime
1186,DCTR-002185,PROD-010,Organic Bell Peppers,In Transit to DC,3490,4.49,"El Paso, TX",31.7619,-106.485,"Sacramento DC, CA",17.6,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch1500,OnTime
233,CUST-001232,PROD-002,Organic Avocados,In Transit to Customer,7322,2.49,"Munds Park, AZ",34.9414,-111.6376,"Flagstaff, AZ",0.32,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5105,OnTime
711,DCST-001710,PROD-006,Organic Tomatoes,At DC,26975,3.49,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8989,Nil
180,DCST-001179,PROD-002,Organic Avocados,At DC,29715,2.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch9789,Nil
335,DCST-001334,PROD-003,Organic Spinach,At DC,38127,4.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1136,Nil
751,CUST-001750,PROD-006,Organic Tomatoes,In Transit to Customer,3233,3.49,"Milpitas, CA",37.4323,-121.8996,"San Jose, CA",0.12,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7183,OnTime
141,SUPP-001140,PROD-002,Organic Avocados,In Transit from Supplier,4310,2.49,"Needles, CA",34.848,-114.6144,"Houston Dock, TX",21.37,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 AM CST,batch1341,OnTime
220,DCST-001219,PROD-002,Organic Avocados,At DC,42872,2.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3629,Nil
469,DCST-001468,PROD-004,Organic Strawberries,At DC,27931,5.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3903,Nil
1278,CUST-002277,PROD-010,Organic Bell Peppers,In Transit to Customer,5178,4.49,"Westborough, MA",42.2695,-71.6162,"Worcester, MA",0.17,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7630,OnTime
642,SUPP-001641,PROD-006,Organic Tomatoes,In Transit from Supplier,7687,3.49,"Meridian, MS",32.3643,-88.7034,"Houston Dock, TX",7.88,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 02:24 PM CST,batch4966,OnTime
489,CUST-001488,PROD-004,Organic Strawberries,In Transit to Customer,5899,5.99,"Benicia, CA",38.0493,-122.1586,"San Francisco, CA",0.43,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6784,OnTime
1250,CUST-002249,PROD-010,Organic Bell Peppers,In Transit to Customer,4816,4.49,"Calhoun, GA",34.5023,-84.9513,"Chattanooga, TN",0.78,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch166,OnTime
569,DCST-001568,PROD-005,Organic Blueberries,At DC,30598,6.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4492,Nil
95,DCST-001094,PROD-001,Organic Bananas,At DC,38180,0.79,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4329,Nil
332,DCST-001331,PROD-003,Organic Spinach,At DC,37444,4.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3443,Nil
285,DOCK-001284,PROD-003,Organic Spinach,At the Dock,18840,4.99,"Houston Dock, TX",29.7604,-95.3698,"Houston Dock, TX",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1214,Nil
145,SUPP-001144,PROD-002,Organic Avocados,In Transit from Supplier,5785,2.49,"Phoenix, AZ",33.4484,-112.074,"Houston Dock, TX",18.44,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch4089,OnTime
279,SUPP-001278,PROD-003,Organic Spinach,In Transit from Supplier,4256,4.99,"Bakersfield, CA",35.3733,-119.0187,"Houston Dock, TX",25.94,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 08:24 AM CST,batch7352,OnTime
370,CUST-001369,PROD-003,Organic Spinach,In Transit to Customer,4391,4.99,"Firestone, CO",40.1483,-104.9386,"Fort Collins, CO",0.57,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7864,OnTime
352,CUST-001351,PROD-003,Organic Spinach,In Transit to Customer,6967,4.99,"Catalina, AZ",32.5009,-110.9187,"Tucson, AZ",0.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6749,OnTime
434,DCST-001433,PROD-004,Organic Strawberries,At DC,36339,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5971,Nil
605,CUST-001604,PROD-005,Organic Blueberries,In Transit to Customer,4192,6.99,"Calhoun, GA",34.5023,-84.9513,"Chattanooga, TN",0.78,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch298,OnTime
528,SUPP-001527,PROD-005,Organic Blueberries,In Transit from Supplier,5288,6.99,"Sacramento, CA",38.5816,-121.4944,"Houston Dock, TX",29.2,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 PM CST,batch1526,OnTime
629,CUST-001628,PROD-005,Organic Blueberries,In Transit to Customer,3529,6.99,"Fountain, CO",38.6822,-104.7008,"Pueblo, CO",0.54,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1346,OnTime
1054,DOCK-002053,PROD-009,Organic Lettuce,At the Dock,16734,3.99,"Houston Dock, TX",29.7604,-95.3698,"Houston Dock, TX",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7910,Nil
509,CUST-001508,PROD-004,Organic Strawberries,In Transit to Customer,6458,5.99,"Hudson, NH",42.7654,-71.4387,"Manchester, NH",0.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5961,OnTime
