record_id,batch_id,product_id,product_name,event,event_time_cst,entity_involved,entity_name,entity_location,entity_latitude,entity_longitude,event_time_cst_readable
288,batch1627,PROD-001,Organic Bananas,received at the DC,2025-10-13T13:44:31.559Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 13th 01:44 PM CST
289,batch1627,PROD-001,Organic Bananas,shipped from DC,2025-10-17T19:35:57.142Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 17th 07:35 PM CST
290,batch7059,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T06:02:56.419Z,Supplier,Lakeside Farm Collective,"Miami, FL",25.7617,-80.1918,Oct 10th 06:02 AM CST
291,batch7059,PROD-001,Organic Bananas,received at the dock,2025-10-10T23:38:14.400Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 11:38 PM CST
292,batch7059,PROD-001,Organic Bananas,shipped from dock,2025-10-11T23:38:14.400Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 11:38 PM CST
293,batch7059,PROD-001,Organic Bananas,received at the DC,2025-10-12T12:23:03.164Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 12th 12:23 PM CST
294,batch7059,PROD-001,Organic Bananas,shipped from DC,2025-10-17T06:44:02.612Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 17th 06:44 AM CST
295,batch2628,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T09:00:30.009Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 11th 09:00 AM CST
296,batch2628,PROD-001,Organic Bananas,received at the dock,2025-10-11T14:29:17.744Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 02:29 PM CST
297,batch2628,PROD-001,Organic Bananas,shipped from dock,2025-10-12T14:29:17.744Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 02:29 PM CST
298,batch2628,PROD-001,Organic Bananas,received at the DC,2025-10-13T19:41:12.339Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 13th 07:41 PM CST
299,batch2628,PROD-001,Organic Bananas,shipped from DC,2025-10-17T22:02:03.742Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 17th 10:02 PM CST
300,batch7586,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T00:25:38.410Z,Supplier,Heartland Produce Alliance,"Brownsville, TX",25.9017,-97.4975,Oct 9th 12:25 AM CST
301,batch7586,PROD-001,Organic Bananas,received at the dock,2025-10-09T05:49:12.299Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 05:49 AM CST
302,batch7586,PROD-001,Organic Bananas,shipped from dock,2025-10-10T05:49:12.299Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 05:49 AM CST
303,batch7586,PROD-001,Organic Bananas,received at the DC,2025-10-10T21:47:28.094Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 10th 09:47 PM CST
304,batch7586,PROD-001,Organic Bananas,shipped from DC,2025-10-14T23:01:04.003Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 14th 11:01 PM CST
305,batch1821,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T01:45:40.062Z,Supplier,Desert Fresh Farms,"Homestead, FL",25.4687,-80.4776,Oct 11th 01:45 AM CST
306,batch1821,PROD-001,Organic Bananas,received at the dock,2025-10-11T19:10:36.462Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 07:10 PM CST
307,batch1821,PROD-001,Organic Bananas,shipped from dock,2025-10-12T19:10:36.462Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 07:10 PM CST
308,batch1821,PROD-001,Organic Bananas,received at the DC,2025-10-13T11:08:52.257Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 13th 11:08 AM CST
309,batch1821,PROD-001,Organic Bananas,shipped from DC,2025-10-18T07:45:53.863Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 18th 07:45 AM CST
310,batch1669,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T02:59:15.437Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 11th 02:59 AM CST
311,batch1669,PROD-001,Organic Bananas,received at the dock,2025-10-11T08:28:03.172Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 08:28 AM CST
312,batch1669,PROD-001,Organic Bananas,shipped from dock,2025-10-12T08:28:03.172Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 08:28 AM CST
313,batch1669,PROD-001,Organic Bananas,received at the DC,2025-10-13T00:26:18.967Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 13th 12:26 AM CST
314,batch1669,PROD-001,Organic Bananas,shipped from DC,2025-10-17T00:59:27.919Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 17th 12:59 AM CST
315,batch7969,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T07:55:02.551Z,Supplier,Prairie Fresh Growers,"Immokalee, FL",26.4187,-81.4173,Oct 9th 07:55 AM CST
316,batch7969,PROD-001,Organic Bananas,received at the dock,2025-10-09T23:55:41.885Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 11:55 PM CST
317,batch7969,PROD-001,Organic Bananas,shipped from dock,2025-10-10T23:55:41.885Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 11:55 PM CST
318,batch7969,PROD-001,Organic Bananas,received at the DC,2025-10-11T12:40:30.650Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 11th 12:40 PM CST
319,batch7969,PROD-001,Organic Bananas,shipped from DC,2025-10-15T16:38:44.099Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 15th 04:38 PM CST
320,batch209,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T23:35:15.897Z,Supplier,Heartland Produce Alliance,"Brownsville, TX",25.9017,-97.4975,Oct 9th 11:35 PM CST
321,batch209,PROD-001,Organic Bananas,received at the dock,2025-10-10T04:58:49.786Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 04:58 AM CST
322,batch209,PROD-001,Organic Bananas,shipped from dock,2025-10-11T04:58:49.786Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 04:58 AM CST
323,batch209,PROD-001,Organic Bananas,received at the DC,2025-10-12T10:10:44.381Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 12th 10:10 AM CST
324,batch209,PROD-001,Organic Bananas,shipped from DC,2025-10-16T12:36:02.561Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 16th 12:36 PM CST
325,batch9808,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T19:50:48.526Z,Supplier,Summit Agriculture Co.,"Key West, FL",24.5551,-81.78,Oct 10th 07:50 PM CST
326,batch9808,PROD-001,Organic Bananas,received at the dock,2025-10-11T12:22:09.165Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 12:22 PM CST
327,batch9808,PROD-001,Organic Bananas,shipped from dock,2025-10-12T12:22:09.165Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 12:22 PM CST
328,batch9808,PROD-001,Organic Bananas,received at the DC,2025-10-13T17:31:57.143Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 13th 05:31 PM CST
329,batch9808,PROD-001,Organic Bananas,shipped from DC,2025-10-18T16:59:57.209Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 18th 04:59 PM CST
330,batch4448,PROD-001,Organic Bananas,shipped from supplier,2025-10-07T15:10:26.024Z,Supplier,Summit Agriculture Co.,"Key West, FL",24.5551,-81.78,Oct 7th 03:10 PM CST
331,batch4448,PROD-001,Organic Bananas,received at the dock,2025-10-08T07:41:46.664Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 07:41 AM CST
332,batch4448,PROD-001,Organic Bananas,shipped from dock,2025-10-09T07:41:46.664Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 07:41 AM CST
333,batch4448,PROD-001,Organic Bananas,received at the DC,2025-10-09T20:26:35.428Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 9th 08:26 PM CST
334,batch4448,PROD-001,Organic Bananas,shipped from DC,2025-10-14T08:28:02.202Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 14th 08:28 AM CST
335,batch3110,PROD-001,Organic Bananas,shipped from supplier,2025-10-07T23:35:27.907Z,Supplier,Heartland Produce Alliance,"Brownsville, TX",25.9017,-97.4975,Oct 7th 11:35 PM CST
336,batch3110,PROD-001,Organic Bananas,received at the dock,2025-10-08T04:59:01.796Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 04:59 AM CST
337,batch3110,PROD-001,Organic Bananas,shipped from dock,2025-10-09T04:59:01.796Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 04:59 AM CST
338,batch3110,PROD-001,Organic Bananas,received at the DC,2025-10-10T10:08:49.774Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 10th 10:08 AM CST
339,batch3110,PROD-001,Organic Bananas,shipped from DC,2025-10-15T04:19:22.640Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 15th 04:19 AM CST
340,batch6127,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T00:01:44.648Z,Supplier,Summit Agriculture Co.,"Key West, FL",24.5551,-81.78,Oct 11th 12:01 AM CST
341,batch6127,PROD-001,Organic Bananas,received at the dock,2025-10-11T16:33:05.287Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 04:33 PM CST
342,batch6127,PROD-001,Organic Bananas,shipped from dock,2025-10-12T16:33:05.287Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 04:33 PM CST
343,batch6127,PROD-001,Organic Bananas,received at the DC,2025-10-13T21:44:59.882Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 13th 09:44 PM CST
344,batch6127,PROD-001,Organic Bananas,shipped from DC,2025-10-18T08:35:13.605Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 18th 08:35 AM CST
345,batch2270,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T11:25:09.443Z,Supplier,Evergreen Produce Group,"Laredo, TX",27.5306,-99.4803,Oct 11th 11:25 AM CST
346,batch2270,PROD-001,Organic Bananas,received at the dock,2025-10-11T16:44:46.666Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 04:44 PM CST
347,batch2270,PROD-001,Organic Bananas,shipped from dock,2025-10-12T16:44:46.666Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 04:44 PM CST
348,batch2270,PROD-001,Organic Bananas,received at the DC,2025-10-13T21:56:41.261Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 13th 09:56 PM CST
349,batch2270,PROD-001,Organic Bananas,shipped from DC,2025-10-18T10:39:49.665Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 18th 10:39 AM CST
350,batch7934,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T03:34:13.999Z,Supplier,Evergreen Produce Group,"San Diego, CA",32.7157,-117.1611,Oct 9th 03:34 AM CST
351,batch7934,PROD-001,Organic Bananas,received at the dock,2025-10-10T03:13:35.265Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 03:13 AM CST
352,batch7934,PROD-001,Organic Bananas,shipped from dock,2025-10-11T03:13:35.265Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 03:13 AM CST
353,batch7934,PROD-001,Organic Bananas,received at the DC,2025-10-12T08:25:29.859Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 12th 08:25 AM CST
354,batch7934,PROD-001,Organic Bananas,shipped from DC,2025-10-17T07:26:31.924Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 17th 07:26 AM CST
355,batch7723,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T02:28:20.035Z,Supplier,Heartland Produce Alliance,"Pharr, TX",26.1948,-98.1836,Oct 11th 02:28 AM CST
356,batch7723,PROD-001,Organic Bananas,received at the dock,2025-10-11T07:55:53.269Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 07:55 AM CST
357,batch7723,PROD-001,Organic Bananas,shipped from dock,2025-10-12T07:55:53.269Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 07:55 AM CST
358,batch7723,PROD-001,Organic Bananas,received at the DC,2025-10-13T02:22:16.797Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 13th 02:22 AM CST
359,batch7723,PROD-001,Organic Bananas,shipped from DC,2025-10-17T15:44:21.111Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 17th 03:44 PM CST
360,batch3534,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T20:14:14.662Z,Supplier,Prairie Fresh Growers,"Immokalee, FL",26.4187,-81.4173,Oct 9th 08:14 PM CST
361,batch3534,PROD-001,Organic Bananas,received at the dock,2025-10-10T12:14:53.996Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 12:14 PM CST
362,batch3534,PROD-001,Organic Bananas,shipped from dock,2025-10-11T12:14:53.996Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 12:14 PM CST
363,batch3534,PROD-001,Organic Bananas,received at the DC,2025-10-12T17:26:48.590Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 12th 05:26 PM CST
364,batch3534,PROD-001,Organic Bananas,shipped from DC,2025-10-16T22:54:21.400Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 16th 10:54 PM CST
365,batch3559,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T07:11:00.289Z,Supplier,Heartland Produce Alliance,"Pharr, TX",26.1948,-98.1836,Oct 9th 07:11 AM CST
366,batch3559,PROD-001,Organic Bananas,received at the dock,2025-10-09T12:38:33.523Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 12:38 PM CST
367,batch3559,PROD-001,Organic Bananas,shipped from dock,2025-10-10T12:38:33.523Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 12:38 PM CST
368,batch3559,PROD-001,Organic Bananas,received at the DC,2025-10-11T07:04:57.051Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 11th 07:04 AM CST
369,batch3559,PROD-001,Organic Bananas,shipped from DC,2025-10-16T01:42:31.128Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 16th 01:42 AM CST
370,batch9274,PROD-001,Organic Bananas,shipped from supplier,2025-10-11T07:00:31.110Z,Supplier,Heartland Produce Alliance,"Brownsville, TX",25.9017,-97.4975,Oct 11th 07:00 AM CST
371,batch9274,PROD-001,Organic Bananas,received at the dock,2025-10-11T12:24:05.000Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 12:24 PM CST
372,batch9274,PROD-001,Organic Bananas,shipped from dock,2025-10-12T12:24:05.000Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 12:24 PM CST
373,batch9274,PROD-001,Organic Bananas,received at the DC,2025-10-13T06:50:28.528Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 13th 06:50 AM CST
374,batch9274,PROD-001,Organic Bananas,shipped from DC,2025-10-17T08:51:31.977Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 17th 08:51 AM CST
375,batch425,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T20:17:15.226Z,Supplier,Evergreen Produce Group,"Laredo, TX",27.5306,-99.4803,Oct 10th 08:17 PM CST
376,batch425,PROD-001,Organic Bananas,received at the dock,2025-10-11T01:36:52.449Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 01:36 AM CST
377,batch425,PROD-001,Organic Bananas,shipped from dock,2025-10-12T01:36:52.449Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 01:36 AM CST
378,batch425,PROD-001,Organic Bananas,received at the DC,2025-10-12T14:21:41.214Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 12th 02:21 PM CST
379,batch425,PROD-001,Organic Bananas,shipped from DC,2025-10-17T10:22:06.680Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 17th 10:22 AM CST
380,batch8720,PROD-001,Organic Bananas,shipped from supplier,2025-10-07T21:52:53.315Z,Supplier,Heartland Produce Alliance,"Brownsville, TX",25.9017,-97.4975,Oct 7th 09:52 PM CST
381,batch8720,PROD-001,Organic Bananas,received at the dock,2025-10-08T03:16:27.204Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 03:16 AM CST
382,batch8720,PROD-001,Organic Bananas,shipped from dock,2025-10-09T03:16:27.204Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 03:16 AM CST
383,batch8720,PROD-001,Organic Bananas,received at the DC,2025-10-10T08:28:21.799Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 10th 08:28 AM CST
384,batch8720,PROD-001,Organic Bananas,shipped from DC,2025-10-14T23:22:55.269Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 14th 11:22 PM CST
385,batch862,PROD-001,Organic Bananas,shipped from supplier,2025-10-08T04:34:58.491Z,Supplier,Prairie Fresh Growers,"Immokalee, FL",26.4187,-81.4173,Oct 8th 04:34 AM CST
386,batch862,PROD-001,Organic Bananas,received at the dock,2025-10-08T20:35:37.824Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 08:35 PM CST
387,batch862,PROD-001,Organic Bananas,shipped from dock,2025-10-09T20:35:37.824Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 08:35 PM CST
388,batch862,PROD-001,Organic Bananas,received at the DC,2025-10-10T15:02:01.352Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 10th 03:02 PM CST
389,batch862,PROD-001,Organic Bananas,shipped from DC,2025-10-15T04:14:06.256Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 15th 04:14 AM CST
390,batch9136,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T22:23:15.484Z,Supplier,Lakeside Farm Collective,"Miami, FL",25.7617,-80.1918,Oct 9th 10:23 PM CST
391,batch9136,PROD-001,Organic Bananas,received at the dock,2025-10-10T15:58:33.465Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 03:58 PM CST
392,batch9136,PROD-001,Organic Bananas,shipped from dock,2025-10-11T15:58:33.465Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 03:58 PM CST
393,batch9136,PROD-001,Organic Bananas,received at the DC,2025-10-12T07:56:49.260Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 12th 07:56 AM CST
394,batch9136,PROD-001,Organic Bananas,shipped from DC,2025-10-16T11:25:02.244Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 16th 11:25 AM CST
395,batch6416,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T08:24:11.378Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 9th 08:24 AM CST
396,batch6416,PROD-001,Organic Bananas,received at the dock,2025-10-09T13:52:59.113Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 01:52 PM CST
397,batch6416,PROD-001,Organic Bananas,shipped from dock,2025-10-10T13:52:59.113Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 01:52 PM CST
398,batch6416,PROD-001,Organic Bananas,received at the DC,2025-10-11T08:19:22.641Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 11th 08:19 AM CST
399,batch6416,PROD-001,Organic Bananas,shipped from DC,2025-10-16T07:12:57.634Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 16th 07:12 AM CST
400,batch3490,PROD-001,Organic Bananas,shipped from supplier,2025-10-08T10:10:18.235Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 8th 10:10 AM CST
401,batch3490,PROD-001,Organic Bananas,received at the dock,2025-10-08T15:39:05.970Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 03:39 PM CST
402,batch3490,PROD-001,Organic Bananas,shipped from dock,2025-10-09T15:39:05.970Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 03:39 PM CST
403,batch3490,PROD-001,Organic Bananas,received at the DC,2025-10-10T10:05:29.498Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 10th 10:05 AM CST
404,batch3490,PROD-001,Organic Bananas,shipped from DC,2025-10-14T15:13:50.204Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 14th 03:13 PM CST
405,batch3090,PROD-001,Organic Bananas,shipped from supplier,2025-10-08T17:21:50.533Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 8th 05:21 PM CST
406,batch3090,PROD-001,Organic Bananas,received at the dock,2025-10-08T22:50:38.268Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 10:50 PM CST
407,batch3090,PROD-001,Organic Bananas,shipped from dock,2025-10-09T22:50:38.268Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 10:50 PM CST
408,batch3090,PROD-001,Organic Bananas,received at the DC,2025-10-10T14:48:54.063Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 10th 02:48 PM CST
409,batch3090,PROD-001,Organic Bananas,shipped from DC,2025-10-14T15:38:33.938Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 14th 03:38 PM CST
410,batch7599,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T19:18:09.588Z,Supplier,Evergreen Produce Group,"San Diego, CA",32.7157,-117.1611,Oct 10th 07:18 PM CST
411,batch7599,PROD-001,Organic Bananas,received at the dock,2025-10-11T18:57:30.853Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 06:57 PM CST
412,batch7599,PROD-001,Organic Bananas,shipped from dock,2025-10-12T18:57:30.853Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 06:57 PM CST
413,batch7599,PROD-001,Organic Bananas,received at the DC,2025-10-14T00:07:18.830Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 14th 12:07 AM CST
414,batch7599,PROD-001,Organic Bananas,shipped from DC,2025-10-18T07:52:31.095Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 18th 07:52 AM CST
415,batch9648,PROD-001,Organic Bananas,shipped from supplier,2025-10-08T20:16:25.705Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 8th 08:16 PM CST
416,batch9648,PROD-001,Organic Bananas,received at the dock,2025-10-09T01:45:13.440Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 01:45 AM CST
417,batch9648,PROD-001,Organic Bananas,shipped from dock,2025-10-10T01:45:13.440Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 01:45 AM CST
418,batch9648,PROD-001,Organic Bananas,received at the DC,2025-10-11T06:55:01.418Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 11th 06:55 AM CST
419,batch9648,PROD-001,Organic Bananas,shipped from DC,2025-10-16T05:40:08.799Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 16th 05:40 AM CST
420,batch8979,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T12:03:06.443Z,Supplier,Prairie Fresh Growers,"Immokalee, FL",26.4187,-81.4173,Oct 10th 12:03 PM CST
421,batch8979,PROD-001,Organic Bananas,received at the dock,2025-10-11T04:03:45.776Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 04:03 AM CST
422,batch8979,PROD-001,Organic Bananas,shipped from dock,2025-10-12T04:03:45.776Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 04:03 AM CST
423,batch8979,PROD-001,Organic Bananas,received at the DC,2025-10-13T09:15:40.371Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 13th 09:15 AM CST
424,batch8979,PROD-001,Organic Bananas,shipped from DC,2025-10-18T02:17:12.263Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 18th 02:17 AM CST
425,batch7067,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T23:50:46.916Z,Supplier,Evergreen Produce Group,"Laredo, TX",27.5306,-99.4803,Oct 10th 11:50 PM CST
426,batch7067,PROD-001,Organic Bananas,received at the dock,2025-10-11T05:10:24.140Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 05:10 AM CST
427,batch7067,PROD-001,Organic Bananas,shipped from dock,2025-10-12T05:10:24.140Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 05:10 AM CST
428,batch7067,PROD-001,Organic Bananas,received at the DC,2025-10-12T17:55:12.904Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 12th 05:55 PM CST
429,batch7067,PROD-001,Organic Bananas,shipped from DC,2025-10-17T11:52:41.537Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 17th 11:52 AM CST
430,batch940,PROD-001,Organic Bananas,shipped from supplier,2025-10-09T06:24:29.514Z,Supplier,Mountain View Organics,"McAllen, TX",26.2034,-98.23,Oct 9th 06:24 AM CST
431,batch940,PROD-001,Organic Bananas,received at the dock,2025-10-09T11:53:17.249Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 11:53 AM CST
432,batch940,PROD-001,Organic Bananas,shipped from dock,2025-10-10T11:53:17.249Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 10th 11:53 AM CST
433,batch940,PROD-001,Organic Bananas,received at the DC,2025-10-11T03:51:33.044Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 11th 03:51 AM CST
434,batch940,PROD-001,Organic Bananas,shipped from DC,2025-10-15T22:01:19.285Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 15th 10:01 PM CST
435,batch756,PROD-001,Organic Bananas,shipped from supplier,2025-10-10T02:35:06.452Z,Supplier,Golden Fields Agriculture,"Los Angeles, CA",34.0522,-118.2437,Oct 10th 02:35 AM CST
436,batch756,PROD-001,Organic Bananas,received at the dock,2025-10-11T03:30:39.672Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 11th 03:30 AM CST
437,batch756,PROD-001,Organic Bananas,shipped from dock,2025-10-12T03:30:39.672Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 12th 03:30 AM CST
